Busname,Bustype,Departing_time,Reaching_time,Duration,Price,Seats_available,Star_rating,Route_links,Route_names
Sea Bird Tourist,NON A/C Sleeper (2+1),23:45,08:00,08h 15m,INR 800,20 Seats available,"2.7
32",https://www.redbus.in/bus-tickets/shimoga-to-goa,Shivamogga to Goa
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:40,09h 40m,INR 500,5 Seats available,"3.6
286",https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Venkteshwara Travels,NON A/C Sleeper (2+1),20:30,05:15,08h 45m,INR 799,14 Seats available,3.2,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
PSR Travels Goa,A/C Seater / Sleeper (2+1),19:30,02:15,06h 45m,INR 1199,13 Seats available, ,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,02:15,06h 30m,1139,6 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-sangli,Goa to Sangli
Vaibhav Travels,A/C Sleeper (2+1),20:00,05:42,09h 42m,INR 500,7 Seats available,"3.6
144",https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Venkteshwara Travels,NON A/C Sleeper (2+1),20:30,05:30,09h 00m,INR 799,15 Seats available,3.2,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,01:10,05h 25m,1899,30 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,02:30,06h 45m,1139,12 Seats available,2.5,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
PSR Travels Goa,A/C Seater / Sleeper (2+1),19:30,02:35,07h 05m,INR 1199,13 Seats available, ,https://www.redbus.in/bus-tickets/goa-to-miraj,Goa to Miraj
Hans Travels (I) Private Limited,A/C Sleeper (2+1),20:19,10:39,14h 20m,INR 1500,1 Seat available,"1.7
23",https://www.redbus.in/bus-tickets/shirdi-to-goa,Shirdi to Goa
Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,08:00,09h 30m,INR 1890,7 Seats available,"4.6
41",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,04:40,08h 10m,INR 839,2 Seats available,"4.9
29",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),21:30,05:40,08h 10m,INR 1406,3 Seats available,"4.5
35",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),20:00,04:10,08h 10m,INR 1249,3 Seats available,"4.7
25",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),22:00,07:30,09h 30m,INR 1800,6 Seats available,"4.4
30",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Zingbus Plus,VE A/C Sleeper (2+1),20:50,05:05,08h 15m,1880,4 Seats available,"4.7
8",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Laxmi Queen Prime,A/C Sleeper (2+1),19:30,05:00,09h 30m,INR 1099,6 Seats available,"4.4
7",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Sangitam Travels Tanzanite,A/C Sleeper (2+1),21:00,04:30,07h 30m,INR 1600,9 Seats available,"4.2
9",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,AC Sleeper (2+1),19:35,03:25,07h 50m,INR 1409,3 Seats available,"4.7
5",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Amrutyog Travels,A/C Sleeper (2+1),20:00,06:00,10h 00m,INR 1777,5 Seats available,"4.1
8",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Prasanna - Purple Bus,VE A/C Sleeper (2+1),22:15,05:45,07h 30m,INR 1995,5 Seats available,"3.6
5",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,06:50,08h 50m,INR 2200,1 Seat available,"3.6
4",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Prasanna - Purple Bus,VE A/C Sleeper (2+1),22:00,05:30,07h 30m,INR 1970,5 Seats available,"2.8
5",https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,AC Sleeper (2+1),19:30,03:10,07h 40m,INR 2004,2 Seats available,4.4,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Anand Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:00,05:00,09h 00m,INR 1990,3 Seats available,4.1,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Prasanna - Purple Bus,VE A/C Sleeper (2+1),21:00,04:30,07h 30m,1683,8 Seats available,4.0,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Humsafar),Bharat Benz A/C Sleeper (2+1),19:30,03:45,08h 15m,INR 1800,2 Seats available,3.9,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Laxmi Empress Stellar,NON A/C Sleeper (2+1),19:45,04:15,08h 30m,INR 1400,2 Seats available,3.8,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Laxmi Queen Asta,A/C Sleeper (2+1),20:30,05:30,09h 00m,INR 1600,1 Seat available,3.8,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Giroba Travels (Shree),A/C Sleeper (2+1),19:30,04:30,09h 00m,INR 1599,1 Seat available,3.3,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Giroba Travels (Kelkar),NON A/C Airbus (2+2),19:30,04:00,08h 30m,INR 999,2 Seats available,3.3,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
IntrCity SmartBus,AC Sleeper (2+1),20:00,04:10,08h 10m,INR 2755,34 Seats available,4.4,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Atmaram Travels (Vaibhav),A/C Sleeper (2+1),22:31,07:16,08h 45m,INR 2300,5 Seats available,3.9,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
AAINATH TRAVELS,A/C Sleeper (2+1),21:30,04:30,07h 00m,INR 1499,4 Seats available,1.7,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
PVS Tours and Travels,A/C Sleeper (2+1),20:00,05:00,09h 00m,INR 2199,3 Seats available,3.4,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Gujarat Travels,A/C Sleeper (2+1),20:00,04:40,08h 40m,INR 1700,15 Seats available,3.3,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Ashray Travels,Volvo Multi-Axle Sleeper A/C (2+1),22:45,08:15,09h 30m,INR 2499,36 Seats available,3.1,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
Naik Tours And Travels,NON A/C Sleeper (2+1),19:45,03:35,07h 50m,INR 1800,26 Seats available,2.8,https://www.redbus.in/bus-tickets/goa-to-satara,Goa to Satara
