Busname,Bustype,Departing_time,Reaching_time,Duration,Price,Seats_available,Star_rating,Route_links,Route_names
Mansoori tour and travels,NON A/C Sleeper (2+1),21:00,01:45,04h 45m,570,33 Seats available,2.0,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
Rinku Travels,NON AC Seater / Sleeper 2+1,21:00,03:30,06h 30m,INR 500,19 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
SHAGUN CARGO & TRAVELS,A/C Sleeper (2+1),22:30,03:10,04h 40m,540,19 Seats available,1.8,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
Shree Baba Travels,A/C Seater / Sleeper (2+1),21:00,03:30,06h 30m,INR 449,28 Seats available,1.7,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
janta shatabdi travels,Non A/C Seater / Sleeper (2+1),21:15,01:59,04h 44m,INR 500,47 Seats available,1.5,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
janta shatabdi travels,Non A/C Seater / Sleeper (2+1),21:15,01:59,04h 44m,INR 500,40 Seats available,1.5,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
Rinku Travels,A/C Seater / Sleeper (2+1),21:30,01:50,04h 20m,INR 400,14 Seats available,"2.6
8",https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
Bhagwati Travel Agency,A/C Seater / Sleeper (2+1),22:15,03:15,05h 00m,809,12 Seats available,2.6,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
Rinku Travels,NON AC Seater / Sleeper 2+1,21:30,01:46,04h 16m,INR 300,6 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
janta shatabdi travels,A/C Sleeper (2+1),22:15,02:10,03h 55m,INR 680,30 Seats available,1.5,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
SHAGUN CARGO & TRAVELS,A/C Sleeper (2+1),21:15,01:30,04h 15m,810,34 Seats available,1.8,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
janta shatabdi travels,Non A/C Seater / Sleeper (2+1),22:45,03:30,04h 45m,INR 700,40 Seats available,1.5,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
Bhagwati Travel Agency,A/C Seater / Sleeper (2+1),22:30,04:45,06h 15m,809,10 Seats available,"2.6
14",https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
Mansoori tour and travels,NON A/C Sleeper (2+1),20:00,01:10,05h 10m,1140,19 Seats available,2.0,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
Dev Darbar Travel Agency,A/C Sleeper (2+1),23:00,05:00,06h 00m,2610,30 Seats available,2.4,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
RSRTC - 182762,Express Non AC Seater 2+3,21:55,02:45,04h 50m,INR 231,42 Seats available,4.6,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
Milan Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:35,22:30,02h 55m,INR 476,21 Seats available,"4.2
15",https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
Maharaja Travels,A/C Seater / Sleeper (2+1),19:42,23:20,03h 38m,INR 333,15 Seats available,3.4,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
Royal Travels,NON A/C Seater/ Sleeper (2+1),20:00,00:30,04h 30m,INR 400,28 Seats available,3.0,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
Milan Travels,A/C Seater / Sleeper (2+1),22:30,02:30,04h 00m,INR 476,23 Seats available,4.2,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
Maharaja Travels,A/C Seater / Sleeper (2+1),22:30,02:30,04h 00m,INR 333,26 Seats available,3.4,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
RATHORE TRAVELS AGENCY,A/C Seater / Sleeper (2+1),22:30,02:59,04h 29m,INR 350,34 Seats available,4.4,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
Maharaja Travels,NON AC Seater / Sleeper 2+1,22:45,02:35,03h 50m,INR 350,37 Seats available,3.4,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
Milan Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:00,03:00,04h 00m,INR 714,14 Seats available,4.2,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
RATHORE TRAVELS AGENCY,Volvo 9600 A/C Sleeper (2+1),23:00,03:05,04h 05m,INR 714,36 Seats available,4.4,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
Suman Supreme Travels,A/C Seater / Sleeper (2+1),23:00,03:25,04h 25m,INR 350,36 Seats available,3.5,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
Milan Travels,A/C Sleeper (2+1),23:15,03:15,04h 00m,INR 476,10 Seats available,4.2,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
Maharaja Travels,A/C Seater / Sleeper (2+1),23:15,03:25,04h 10m,INR 333,40 Seats available,3.4,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
Maharaja Travels,A/C Seater / Sleeper (2+1),23:50,04:00,04h 10m,INR 333,19 Seats available,3.4,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
Rathore Travels Madho,A/C Seater / Sleeper (2+1),21:30,01:30,04h 00m,INR 400,40 Seats available,2.3,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
Amar Travels(Jaipur),AC Sleeper (2+1),22:00,02:45,04h 45m,475,34 Seats available,2.2,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
Sharma travels,NON AC Seater / Sleeper 2+1,22:30,03:00,04h 30m,INR 350,34 Seats available,1.7,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
Amar Travels(Jaipur),A/C Seater / Sleeper (2+1),22:45,03:30,04h 45m,380,31 Seats available,2.2,https://www.redbus.in/bus-tickets/bikaner-to-sikar,Bikaner to Sikar
RSRTC - 191334,Express Non AC Seater 2+3,22:00,03:00,05h 00m,INR 212,42 Seats available,3.7,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
Gajraj Travels,NON A/C Seater/ Sleeper (2+1),20:45,01:15,04h 30m,INR 400,3 Seats available,4.5,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
Jain travels regd,NON AC Seater / Sleeper 2+1,21:00,01:44,04h 44m,INR 360,35 Seats available,3.9,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
Ashok Travels,Non A/C Seater / Sleeper (2+1),21:30,02:30,05h 00m,360,42 Seats available,3.4,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
Gajraj Travels,Non A/C Seater / Sleeper (2+1),21:30,02:00,04h 30m,INR 400,13 Seats available,4.5,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
Gajraj Travels,NON A/C Seater/ Sleeper (2+1),22:30,03:50,05h 20m,INR 360,10 Seats available,4.5,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
Jain travels regd,NON AC Seater / Sleeper 2+1,23:00,04:35,05h 35m,INR 500,5 Seats available,3.9,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
Tiger Travels,A/C Seater / Sleeper (2+1),23:10,04:00,04h 50m,INR 650,28 Seats available,4.3,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
Jain travels regd,NON AC Seater / Sleeper 2+1,23:30,04:20,04h 50m,INR 360,4 Seats available,3.9,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
Gajraj Travels,Non A/C Seater / Sleeper (2+1),23:34,04:50,05h 16m,INR 360,11 Seats available,4.5,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
Jain travels regd,A/C Seater / Sleeper (2+1),23:35,04:15,04h 40m,INR 460,13 Seats available,"3.5
5",https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
Raj Travel (Laxmi Traveller),A/C Sleeper (2+1),23:43,04:43,05h 00m,INR 610,17 Seats available,4.0,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
Gajraj Travels,A/C Sleeper (2+1),23:44,05:15,05h 31m,INR 600,15 Seats available,4.5,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
Jakhar Travels,A/C Seater / Sleeper (2+1),23:45,04:30,04h 45m,INR 401,11 Seats available,3.9,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
CHANDRA RAJ TRAVELS,A/C Seater / Sleeper (2+1),23:45,04:45,05h 00m,INR 460,25 Seats available,4.2,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
Jai Bajrang Travels,A/C Seater / Sleeper (2+1),23:45,04:00,04h 15m,INR 400,30 Seats available,2.9,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
M R Travels,NON A/C Seater/ Sleeper (2+1),21:45,02:30,04h 45m,INR 1045,40 Seats available,4.6,https://www.redbus.in/bus-tickets/pali-to-udaipur,Pali (Rajasthan) to Udaipur
Lake City Travels,NON A/C Sleeper (2+2),22:25,07:29,09h 04m,INR 500,26 Seats available,4.4,https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Raj travels,A/C Sleeper (2+1),22:00,06:30,08h 30m,INR 499,15 Seats available,"4.6
10",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Lake City Travels,AC Sleeper (2+1),22:15,07:05,08h 50m,INR 749,4 Seats available,"4.7
419",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
METRO RAJLAXMI TRAVELS,A/C Sleeper (2+1),22:02,06:42,08h 40m,INR 523.81,4 Seats available,"4.1
185",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Raj travels,A/C Sleeper (2+1),22:15,06:30,08h 15m,INR 569,5 Seats available,"4.7
442",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
B.R. Travels,A/C Seater / Sleeper (2+1),23:55,06:30,06h 35m,INR 952,5 Seats available,4.3,https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Anita Maya Travels,A/C Seater / Sleeper (2+1),21:45,05:30,07h 45m,428,5 Seats available,"4.4
51",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Lake City Travels,A/C Sleeper (2+1),22:20,06:45,08h 25m,INR 952.38,3 Seats available,4.4,https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Pooja Yaduvanshi Travels,A/C Seater / Sleeper (2+1),21:15,05:30,08h 15m,INR 549,2 Seats available,"4.3
50",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Gajraj Travels,A/C Sleeper (2+1),19:35,02:45,07h 10m,INR 1300,1 Seat available,4.5,https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Jain Parshwanath Travels,NON A/C Sleeper (2+1),22:30,06:10,07h 40m,INR 399,18 Seats available,"3.5
5",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Paras Travels,A/C Seater / Sleeper (2+1),22:05,06:25,08h 20m,343,3 Seats available,"3.7
292",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Shree Savariya Travels & Transport,A/C Seater/Sleeper (2+1),23:15,07:45,08h 30m,INR 800,20 Seats available,3.3,https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Rajlaxmi Travels(UDR),Volvo Multi-Axle A/C Sleeper (2+1),22:32,06:43,08h 11m,INR 698.1,22 Seats available,"3.3
5",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Parshwanath Travel Pvt. Ltd,A/C Sleeper (2+1),23:50,08:00,08h 10m,542,11 Seats available,"3.6
48",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Gujarat Travels,Bharath Benz A/C Sleeper (2+2),22:30,06:55,08h 25m,INR 1100,5 Seats available,3.3,https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Lake City Travels,NON A/C Sleeper (2+1),20:30,05:50,09h 20m,INR 550,4 Seats available,"3.7
10",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Natraj Travels,A/C Seater / Sleeper (2+1),19:45,04:15,08h 30m,INR 450,4 Seats available,3.7,https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Shrinath Solitaire,Bharat Benz A/C Sleeper (2+1),19:40,03:00,07h 20m,INR 1500,2 Seats available,"3.3
17",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
VIKAS TRAVELS ®,VE A/C Sleeper (2+1),19:35,02:20,06h 45m,INR 1200,3 Seats available,3.7,https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Kamlesh Travels,A/C Sleeper (2+1),22:20,05:40,07h 20m,INR 1000,28 Seats available,3.5,https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Shrinath® Travel Agency Pvt. Ltd.,Volvo Multi Axle B9R A/C Sleeper (2+1),22:45,05:30,06h 45m,INR 714,4 Seats available,"2.5
14",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Rishabh Travels Ajay Raj,Bharat Benz A/C Seater /Sleeper (2+1),21:55,05:05,07h 10m,463,11 Seats available,"2.2
21",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Chandra Travel Singhana,A/C Seater / Sleeper (2+1),19:35,05:00,09h 25m,450,26 Seats available,"2.8
10",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Kalpana Travels Pvt. Ltd.,A/C Seater / Sleeper (2+1),22:15,06:15,08h 00m,INR 400,8 Seats available,"2.4
29",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
PAL BUS(Patel Travels®),NON AC Seater / Sleeper 2+1,22:00,07:05,09h 05m,416,11 Seats available,"1.8
10",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Gajraj bus service,Bharat Benz A/C Seater /Sleeper (2+1),19:40,04:30,08h 50m,INR 699,10 Seats available,2.2,https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Mahaveer Travels Agency,NON AC Seater / Sleeper 2+1,22:05,05:15,07h 10m,INR 500,23 Seats available,1.7,https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
SHREE KAMBESHWAR TRAVELS,NON A/C Sleeper (2+1),20:05,04:35,08h 30m,INR 699,1 Seat available,"1.0
3",https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),19:35,02:55,07h 20m,570,15 Seats available,2.4,https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
Vinayak Travel Agency,A/C Sleeper (2+1),19:35,05:30,09h 55m,1029,36 Seats available, ,https://www.redbus.in/bus-tickets/udaipur-to-jaipur,Udaipur to Jaipur (Rajasthan)
